Name,AdmArea,District,Address,PublicPhone,SeatsCount,Longitude_WGS84,Latitude_WGS84
Ресторан Балчуг гостиницы Балчуг,Центральный административный округ,район Замоскворечье,"улица Балчуг, дом 5",(495) 287-20-00,320,37.6260809296878730,55.7472716519262760
Ресторан «ПЛАНЕТА КОСМОС»,Северо-Восточный административный округ,Алексеевский район,"проспект Мира, дом 150",(495) 234-64-50,25,37.6470728563115810,55.8225312527498620
РЕСТОРАН «РУССКИЙ»,Восточный административный округ,район Измайлово,"Измайловское шоссе, дом 71, корпус 4Г-Д",(499) 166-63-48,400,37.7481680467081000,55.7918367382656000
Русская охота,Центральный административный округ,район Хамовники,"Смоленская улица, дом 5",(495) 725-03-54,100,37.5804460216237000,55.7452451481211000
РЕСТОРАН,Северо-Западный административный округ,район Хорошёво-Мнёвники,"Центральный проезд Хорошёвского Серебряного Бора, дом 73, корпус 1",(499) 199-15-11,60,37.4400290475914000,55.7865262300702000
Ресторан (при гостинице «Марриот Сущёвский»),Центральный административный округ,Мещанский район,"улица Сущёвский Вал, дом 74",(495) 225-21-03,194,37.6328047739091000,55.7913580325703000
Александровский зал,Центральный административный округ,район Якиманка,"Ленинский проспект, дом 2, сооружение 1",(499) 238-98-71,80,37.6111281989320000,55.7295587053817000
Simple Place,Центральный административный округ,Тверской район,"Театральный проезд, дом 2",(495) 927-60-63,48,37.6216345972977210,55.7584370081971700
GR-CLUB,Центральный административный округ,район Хамовники,"Смоленская улица, дом 5",(495) 725-03-11,50,37.5801535804253000,55.7452311381885000
МЕТРОПОЛЬ,Центральный административный округ,Тверской район,"Театральный проезд, дом 2",(495) 927-60-61,130,37.6216345972977210,55.7584370081971700
ПРЕМЬЕР,Северный административный округ,район Беговой,"Ленинградский проспект, дом 31А, строение 1",(495) 995-00-09,78,37.5611061821013000,55.7833766057085000
